"Date/Time","Date/Time","No.1"
"時差:GMT+9:00/夏時間:off","日付のシリアル値(Excel)",""
"","","mV"
"2020-11-19 13:13:01","44154.550706019","0"
"2020-11-19 13:18:02","44154.554189815","0"
"2020-11-19 13:23:01","44154.557650463","0"
"2020-11-19 13:28:01","44154.561122685","0"
"2020-11-19 13:33:02","44154.564606481","0"
"2020-11-19 13:38:02","44154.568078704","0"
"2020-11-19 13:43:02","44154.571550926","0"
"2020-11-19 13:48:02","44154.575023148","0"
"2020-11-19 13:53:02","44154.57849537","0"
"2020-11-19 13:58:02","44154.581967593","0"
"2020-11-19 14:03:02","44154.585439815","0"
"2020-11-19 14:08:02","44154.588912037","0"
"2020-11-19 14:13:02","44154.592384259","0"
"2020-11-19 14:18:02","44154.595856481","0"
"2020-11-19 14:23:02","44154.599328704","0"
"2020-11-19 14:28:02","44154.602800926","0"
"2020-11-19 14:33:02","44154.606273148","0"
"2020-11-19 14:38:02","44154.60974537","0"
"2020-11-19 14:43:02","44154.613217593","0"
"2020-11-19 14:48:02","44154.616689815","0"
"2020-11-19 14:53:02","44154.620162037","0"
"2020-11-19 14:58:02","44154.623634259","0"
"2020-11-19 15:03:02","44154.627106481","0"
"2020-11-19 15:08:02","44154.630578704","0"
"2020-11-19 15:13:02","44154.634050926","0"
"2020-11-19 15:18:02","44154.637523148","0"
"2020-11-19 15:23:02","44154.64099537","0"
"2020-11-19 15:28:02","44154.644467593","0"
"2020-11-19 15:33:02","44154.647939815","0"
"2020-11-19 15:38:02","44154.651412037","0"
"2020-11-19 15:43:02","44154.654884259","0"
"2020-11-19 15:48:02","44154.658356481","0"
"2020-11-19 15:53:02","44154.661828704","0"
"2020-11-19 15:58:02","44154.665300926","0"
"2020-11-19 16:03:02","44154.668773148","0"
"2020-11-19 16:08:02","44154.67224537","0"
"2020-11-19 16:13:02","44154.675717593",""
"2020-11-19 16:18:02","44154.679189815",""
"2020-11-19 16:23:02","44154.682662037",""
"2020-11-19 16:28:02","44154.686134259","0"
"2020-11-19 16:33:02","44154.689606481","0"
"2020-11-19 16:38:02","44154.693078704","0"
"2020-11-19 16:43:02","44154.696550926","0"
"2020-11-19 16:48:02","44154.700023148","0"
"2020-11-19 16:53:02","44154.70349537","0"
"2020-11-19 16:58:02","44154.706967593","0"
"2020-11-19 17:03:02","44154.710439815","0"
"2020-11-19 17:08:02","44154.713912037","0"
"2020-11-19 17:13:02","44154.717384259","0"
"2020-11-19 17:18:02","44154.720856481","0"
"2020-11-19 17:23:02","44154.724328704","0"
"2020-11-19 17:28:01","44154.727789352","0"
"2020-11-19 17:33:02","44154.731273148","0"
"2020-11-19 17:38:02","44154.73474537","0"
"2020-11-19 17:43:02","44154.738217593","0"
"2020-11-19 17:48:02","44154.741689815","0"
"2020-11-19 17:53:02","44154.745162037","0"
"2020-11-19 17:58:01","44154.748622685","0"
"2020-11-19 18:03:02","44154.752106481","0"
"2020-11-19 18:08:02","44154.755578704","0"
"2020-11-19 18:13:02","44154.759050926","0"
"2020-11-19 18:18:02","44154.762523148","0"
"2020-11-19 18:23:02","44154.76599537","0"
"2020-11-19 18:28:02","44154.769467593","0"
"2020-11-19 18:33:02","44154.772939815","0"
"2020-11-19 18:38:02","44154.776412037","0"
